,Sheep,Wolves,Grass,SheepChange,WolfChange,GrassChange,SheepRepro,WolfRepro,GrassRegrowth
494,126,25,1445,-44,-7,267,0.03,0.07,28
495,125,23,1437,-45,-9,259,0.03,0.07,28
496,124,22,1437,-46,-10,259,0.03,0.07,28
497,125,24,1435,-45,-8,257,0.03,0.07,28
498,128,26,1426,-42,-6,248,0.03,0.07,28
499,128,28,1417,-42,-4,239,0.03,0.07,28
500,129,29,1409,1,1,-8,0.019999999999999997,0.07,28
501,128,29,1400,0,1,-17,0.019999999999999997,0.07,28
502,128,29,1401,0,1,-16,0.019999999999999997,0.07,28
503,128,28,1404,0,0,-13,0.019999999999999997,0.07,28
504,131,27,1405,3,-1,-12,0.019999999999999997,0.07,28
505,132,26,1404,4,-2,-13,0.019999999999999997,0.07,28
506,135,27,1386,7,-1,-31,0.019999999999999997,0.07,28
507,136,28,1375,8,0,-42,0.019999999999999997,0.07,28
508,135,28,1367,7,0,-50,0.019999999999999997,0.07,28
509,136,26,1350,8,-2,-67,0.019999999999999997,0.07,28
510,135,24,1338,7,-4,-79,0.019999999999999997,0.07,28
511,135,26,1311,7,-2,-106,0.019999999999999997,0.07,28
512,136,26,1299,8,-2,-118,0.019999999999999997,0.07,28
513,135,26,1285,7,-2,-132,0.019999999999999997,0.07,28
514,134,25,1277,6,-3,-140,0.019999999999999997,0.07,28
515,136,21,1280,8,-7,-137,0.019999999999999997,0.07,28
516,138,17,1284,10,-11,-133,0.019999999999999997,0.07,28
517,137,16,1301,9,-12,-116,0.019999999999999997,0.07,28
518,139,13,1312,11,-15,-105,0.019999999999999997,0.07,28
519,137,13,1324,9,-15,-93,0.019999999999999997,0.07,28
520,137,11,1328,9,-17,-89,0.019999999999999997,0.07,28
521,138,10,1336,10,-18,-81,0.019999999999999997,0.07,28
522,140,10,1332,12,-18,-85,0.019999999999999997,0.07,28
523,141,12,1344,13,-16,-73,0.019999999999999997,0.07,28
524,141,12,1336,13,-16,-81,0.019999999999999997,0.07,28
525,141,15,1336,13,-13,-81,0.019999999999999997,0.07,28
526,143,15,1340,15,-13,-77,0.019999999999999997,0.07,28
527,144,16,1343,16,-12,-74,0.019999999999999997,0.07,28
528,144,16,1347,16,-12,-70,0.019999999999999997,0.07,28
529,146,15,1355,18,-13,-62,0.019999999999999997,0.07,28
530,143,15,1360,15,-13,-57,0.019999999999999997,0.07,28
531,145,14,1350,17,-14,-67,0.019999999999999997,0.07,28
532,144,13,1356,16,-15,-61,0.019999999999999997,0.07,28
533,146,14,1355,18,-14,-62,0.019999999999999997,0.07,28
534,148,14,1355,20,-14,-62,0.019999999999999997,0.07,28
535,150,13,1355,22,-15,-62,0.019999999999999997,0.07,28
536,150,13,1351,22,-15,-66,0.019999999999999997,0.07,28
537,148,13,1346,20,-15,-71,0.019999999999999997,0.07,28
538,152,13,1349,24,-15,-68,0.019999999999999997,0.07,28
539,151,13,1359,23,-15,-58,0.019999999999999997,0.07,28
540,150,15,1363,22,-13,-54,0.019999999999999997,0.07,28
541,153,15,1365,25,-13,-52,0.019999999999999997,0.07,28
542,152,16,1358,24,-12,-59,0.019999999999999997,0.07,28
543,153,15,1348,25,-13,-69,0.019999999999999997,0.07,28
544,155,16,1350,27,-12,-67,0.019999999999999997,0.07,28
545,154,18,1343,26,-10,-74,0.019999999999999997,0.07,28
546,154,18,1337,26,-10,-80,0.019999999999999997,0.07,28
547,154,13,1331,26,-15,-86,0.019999999999999997,0.07,28
548,155,13,1332,27,-15,-85,0.019999999999999997,0.07,28
549,152,15,1324,24,-13,-93,0.019999999999999997,0.07,28
550,151,16,1320,23,-12,-97,0.019999999999999997,0.07,28
551,156,15,1309,28,-13,-108,0.019999999999999997,0.07,28
552,160,14,1301,32,-14,-116,0.019999999999999997,0.07,28
553,158,14,1281,30,-14,-136,0.019999999999999997,0.07,28
554,161,14,1265,33,-14,-152,0.019999999999999997,0.07,28
555,162,14,1243,34,-14,-174,0.019999999999999997,0.07,28
556,164,15,1234,36,-13,-183,0.019999999999999997,0.07,28
557,165,16,1215,37,-12,-202,0.019999999999999997,0.07,28
558,164,19,1203,36,-9,-214,0.019999999999999997,0.07,28
559,167,18,1189,39,-10,-228,0.019999999999999997,0.07,28
560,167,18,1185,39,-10,-232,0.019999999999999997,0.07,28
561,166,18,1174,38,-10,-243,0.019999999999999997,0.07,28
562,165,16,1173,37,-12,-244,0.019999999999999997,0.07,28
563,165,15,1168,37,-13,-249,0.019999999999999997,0.07,28
564,165,15,1164,37,-13,-253,0.019999999999999997,0.07,28
565,168,16,1165,40,-12,-252,0.019999999999999997,0.07,28
566,169,17,1162,41,-11,-255,0.019999999999999997,0.07,28
567,170,16,1152,42,-12,-265,0.019999999999999997,0.07,28
568,173,17,1146,45,-11,-271,0.019999999999999997,0.07,28
569,175,16,1137,47,-12,-280,0.019999999999999997,0.07,28
570,174,15,1126,46,-13,-291,0.019999999999999997,0.07,28
571,172,14,1134,44,-14,-283,0.019999999999999997,0.07,28
572,174,11,1124,46,-17,-293,0.019999999999999997,0.07,28
573,175,12,1120,47,-16,-297,0.019999999999999997,0.07,28
