,Sheep,Wolves,Grass,SheepChange,WolfChange,GrassChange,SheepRepro,WolfRepro,GrassRegrowth
1433,115,46,1504,-13,4,129,0.009999999999999997,0.08,26
1434,115,46,1499,-13,4,124,0.009999999999999997,0.08,26
1435,116,46,1495,-12,4,120,0.009999999999999997,0.08,26
1436,114,45,1510,-14,3,135,0.009999999999999997,0.08,26
1437,117,36,1511,-11,-6,136,0.009999999999999997,0.08,26
1438,118,34,1505,-10,-8,130,0.009999999999999997,0.08,26
1439,119,29,1502,-9,-13,127,0.009999999999999997,0.08,26
1440,119,27,1502,-9,-15,127,0.009999999999999997,0.08,26
1441,119,26,1504,-9,-16,129,0.009999999999999997,0.08,26
1442,120,24,1490,-8,-18,115,0.009999999999999997,0.08,26
1443,120,21,1497,-8,-21,122,0.009999999999999997,0.08,26
1444,122,23,1493,-6,-19,118,0.009999999999999997,0.08,26
1445,123,22,1482,-5,-20,107,0.009999999999999997,0.08,26
1446,125,21,1482,-3,-21,107,0.009999999999999997,0.08,26
1447,126,21,1476,-2,-21,101,0.009999999999999997,0.08,26
1448,126,19,1459,-2,-23,84,0.009999999999999997,0.08,26
1449,124,20,1462,-4,-22,87,0.009999999999999997,0.08,26
1450,126,16,1459,-2,-26,84,0.009999999999999997,0.08,26
1451,125,18,1463,-3,-24,88,0.009999999999999997,0.08,26
1452,128,17,1464,0,-25,89,0.009999999999999997,0.08,26
1453,127,13,1466,-1,-29,91,0.009999999999999997,0.08,26
1454,130,13,1477,2,-29,102,0.009999999999999997,0.08,26
1455,131,12,1488,3,-30,113,0.009999999999999997,0.08,26
1456,132,12,1482,4,-30,107,0.009999999999999997,0.08,26
1457,130,13,1480,2,-29,105,0.009999999999999997,0.08,26
1458,128,13,1475,0,-29,100,0.009999999999999997,0.08,26
1459,129,13,1466,1,-29,91,0.009999999999999997,0.08,26
1460,128,13,1467,0,-29,92,0.009999999999999997,0.08,26
1461,128,14,1463,0,-28,88,0.009999999999999997,0.08,26
1462,128,14,1455,0,-28,80,0.009999999999999997,0.08,26
1463,129,15,1456,1,-27,81,0.009999999999999997,0.08,26
1464,129,15,1456,1,-27,81,0.009999999999999997,0.08,26
1465,128,16,1450,0,-26,75,0.009999999999999997,0.08,26
1466,127,16,1438,-1,-26,63,0.009999999999999997,0.08,26
1467,127,17,1418,-1,-25,43,0.009999999999999997,0.08,26
1468,126,23,1424,-2,-19,49,0.009999999999999997,0.08,26
1469,130,22,1411,2,-20,36,0.009999999999999997,0.08,26
1470,128,24,1402,0,-18,27,0.009999999999999997,0.08,26
1471,128,24,1401,0,-18,26,0.009999999999999997,0.08,26
1472,129,26,1404,1,-16,29,0.009999999999999997,0.08,26
1473,130,27,1413,2,-15,38,0.009999999999999997,0.08,26
1474,130,28,1427,2,-14,52,0.009999999999999997,0.08,26
1475,131,30,1415,3,-12,40,0.009999999999999997,0.08,26
1476,133,30,1405,5,-12,30,0.009999999999999997,0.08,26
1477,134,30,1405,6,-12,30,0.009999999999999997,0.08,26
1478,135,29,1402,7,-13,27,0.009999999999999997,0.08,26
1479,137,27,1394,9,-15,19,0.009999999999999997,0.08,26
1480,139,24,1386,11,-18,11,0.009999999999999997,0.08,26
1481,138,24,1380,10,-18,5,0.009999999999999997,0.08,26
1482,137,21,1383,9,-21,8,0.009999999999999997,0.08,26
1483,136,19,1378,8,-23,3,0.009999999999999997,0.08,26
1484,138,16,1376,10,-26,1,0.009999999999999997,0.08,26
1485,138,16,1384,10,-26,9,0.009999999999999997,0.08,26
1486,139,16,1390,11,-26,15,0.009999999999999997,0.08,26
1487,141,17,1399,13,-25,24,0.009999999999999997,0.08,26
1488,142,16,1394,14,-26,19,0.009999999999999997,0.08,26
1489,143,17,1389,15,-25,14,0.009999999999999997,0.08,26
1490,144,17,1394,16,-25,19,0.009999999999999997,0.08,26
1491,145,17,1394,17,-25,19,0.009999999999999997,0.08,26
1492,146,18,1392,18,-24,17,0.009999999999999997,0.08,26
1493,145,19,1403,17,-23,28,0.009999999999999997,0.08,26
1494,144,19,1406,16,-23,31,0.009999999999999997,0.08,26
1495,144,17,1405,16,-25,30,0.009999999999999997,0.08,26
1496,144,15,1410,16,-27,35,0.009999999999999997,0.08,26
1497,146,16,1410,18,-26,35,0.009999999999999997,0.08,26
1498,144,15,1400,16,-27,25,0.009999999999999997,0.08,26
1499,144,17,1393,16,-25,18,0.009999999999999997,0.08,26
1500,144,20,1394,0,3,1,0.009999999999999997,0.08,24
1501,144,17,1396,0,0,3,0.009999999999999997,0.08,24
1502,143,18,1396,-1,1,3,0.009999999999999997,0.08,24
1503,147,18,1386,3,1,-7,0.009999999999999997,0.08,24
1504,150,19,1372,6,2,-21,0.009999999999999997,0.08,24
1505,152,19,1352,8,2,-41,0.009999999999999997,0.08,24
1506,151,19,1349,7,2,-44,0.009999999999999997,0.08,24
1507,152,18,1345,8,1,-48,0.009999999999999997,0.08,24
1508,150,15,1346,6,-2,-47,0.009999999999999997,0.08,24
1509,153,15,1352,9,-2,-41,0.009999999999999997,0.08,24
1510,154,19,1347,10,2,-46,0.009999999999999997,0.08,24
1511,153,18,1335,9,1,-58,0.009999999999999997,0.08,24
1512,153,18,1331,9,1,-62,0.009999999999999997,0.08,24
1513,152,18,1316,8,1,-77,0.009999999999999997,0.08,24
1514,151,22,1314,7,5,-79,0.009999999999999997,0.08,24
1515,151,20,1313,7,3,-80,0.009999999999999997,0.08,24
1516,151,21,1307,7,4,-86,0.009999999999999997,0.08,24
1517,153,20,1308,9,3,-85,0.009999999999999997,0.08,24
1518,155,23,1314,11,6,-79,0.009999999999999997,0.08,24
1519,158,24,1305,14,7,-88,0.009999999999999997,0.08,24
1520,158,24,1303,14,7,-90,0.009999999999999997,0.08,24
1521,158,23,1304,14,6,-89,0.009999999999999997,0.08,24
1522,161,21,1302,17,4,-91,0.009999999999999997,0.08,24
1523,163,20,1293,19,3,-100,0.009999999999999997,0.08,24
1524,165,20,1288,21,3,-105,0.009999999999999997,0.08,24
1525,165,17,1294,21,0,-99,0.009999999999999997,0.08,24
1526,164,16,1280,20,-1,-113,0.009999999999999997,0.08,24
1527,162,15,1276,18,-2,-117,0.009999999999999997,0.08,24
1528,161,13,1282,17,-4,-111,0.009999999999999997,0.08,24
1529,162,10,1298,18,-7,-95,0.009999999999999997,0.08,24
1530,159,10,1312,15,-7,-81,0.009999999999999997,0.08,24
1531,164,10,1317,20,-7,-76,0.009999999999999997,0.08,24
1532,164,10,1326,20,-7,-67,0.009999999999999997,0.08,24
1533,163,10,1319,19,-7,-74,0.009999999999999997,0.08,24
1534,162,10,1310,18,-7,-83,0.009999999999999997,0.08,24
1535,160,10,1290,16,-7,-103,0.009999999999999997,0.08,24
1536,162,10,1290,18,-7,-103,0.009999999999999997,0.08,24
1537,163,11,1293,19,-6,-100,0.009999999999999997,0.08,24
1538,163,11,1294,19,-6,-99,0.009999999999999997,0.08,24
1539,165,11,1294,21,-6,-99,0.009999999999999997,0.08,24
1540,167,11,1290,23,-6,-103,0.009999999999999997,0.08,24
1541,165,13,1290,21,-4,-103,0.009999999999999997,0.08,24
1542,163,14,1288,19,-3,-105,0.009999999999999997,0.08,24
1543,163,14,1306,19,-3,-87,0.009999999999999997,0.08,24
1544,159,17,1302,15,0,-91,0.009999999999999997,0.08,24
1545,163,15,1302,19,-2,-91,0.009999999999999997,0.08,24
1546,163,14,1300,19,-3,-93,0.009999999999999997,0.08,24
1547,159,13,1299,15,-4,-94,0.009999999999999997,0.08,24
1548,159,13,1295,15,-4,-98,0.009999999999999997,0.08,24
1549,155,13,1287,11,-4,-106,0.009999999999999997,0.08,24
1550,154,15,1303,10,-2,-90,0.009999999999999997,0.08,24
1551,154,16,1300,10,-1,-93,0.009999999999999997,0.08,24
1552,154,16,1294,10,-1,-99,0.009999999999999997,0.08,24
1553,154,18,1297,10,1,-96,0.009999999999999997,0.08,24
1554,153,20,1294,9,3,-99,0.009999999999999997,0.08,24
1555,151,21,1303,7,4,-90,0.009999999999999997,0.08,24
1556,150,22,1293,6,5,-100,0.009999999999999997,0.08,24
1557,151,23,1297,7,6,-96,0.009999999999999997,0.08,24
1558,150,21,1293,6,4,-100,0.009999999999999997,0.08,24
1559,149,21,1309,5,4,-84,0.009999999999999997,0.08,24
1560,151,21,1305,7,4,-88,0.009999999999999997,0.08,24
1561,151,20,1312,7,3,-81,0.009999999999999997,0.08,24
1562,150,20,1313,6,3,-80,0.009999999999999997,0.08,24
1563,152,21,1311,8,4,-82,0.009999999999999997,0.08,24
1564,153,21,1310,9,4,-83,0.009999999999999997,0.08,24
1565,155,19,1310,11,2,-83,0.009999999999999997,0.08,24
1566,156,22,1296,12,5,-97,0.009999999999999997,0.08,24
1567,155,24,1294,11,7,-99,0.009999999999999997,0.08,24
1568,153,25,1295,9,8,-98,0.009999999999999997,0.08,24
1569,152,26,1296,8,9,-97,0.009999999999999997,0.08,24
1570,152,26,1292,8,9,-101,0.009999999999999997,0.08,24
1571,153,23,1305,9,6,-88,0.009999999999999997,0.08,24
1572,153,23,1317,9,6,-76,0.009999999999999997,0.08,24
1573,154,22,1322,10,5,-71,0.009999999999999997,0.08,24
1574,154,20,1322,10,3,-71,0.009999999999999997,0.08,24
1575,156,18,1310,12,1,-83,0.009999999999999997,0.08,24
1576,157,19,1311,13,2,-82,0.009999999999999997,0.08,24
1577,154,21,1313,10,4,-80,0.009999999999999997,0.08,24
1578,153,23,1313,9,6,-80,0.009999999999999997,0.08,24
1579,152,23,1312,8,6,-81,0.009999999999999997,0.08,24
1580,153,22,1321,9,5,-72,0.009999999999999997,0.08,24
1581,156,23,1319,12,6,-74,0.009999999999999997,0.08,24
1582,155,23,1338,11,6,-55,0.009999999999999997,0.08,24
1583,154,26,1345,10,9,-48,0.009999999999999997,0.08,24
1584,155,27,1363,11,10,-30,0.009999999999999997,0.08,24
1585,156,27,1363,12,10,-30,0.009999999999999997,0.08,24
1586,164,25,1366,20,8,-27,0.009999999999999997,0.08,24
1587,166,25,1369,22,8,-24,0.009999999999999997,0.08,24
1588,164,27,1384,20,10,-9,0.009999999999999997,0.08,24
1589,162,30,1389,18,13,-4,0.009999999999999997,0.08,24
1590,160,31,1404,16,14,11,0.009999999999999997,0.08,24
1591,163,29,1393,19,12,0,0.009999999999999997,0.08,24
1592,161,30,1389,17,13,-4,0.009999999999999997,0.08,24
1593,162,32,1389,18,15,-4,0.009999999999999997,0.08,24
1594,162,29,1395,18,12,2,0.009999999999999997,0.08,24
1595,158,29,1379,14,12,-14,0.009999999999999997,0.08,24
1596,159,29,1363,15,12,-30,0.009999999999999997,0.08,24
1597,159,28,1357,15,11,-36,0.009999999999999997,0.08,24
1598,159,28,1354,15,11,-39,0.009999999999999997,0.08,24
1599,159,29,1358,15,12,-35,0.009999999999999997,0.08,24
1600,159,28,1361,0,-1,3,0.009999999999999997,0.07,24
1601,157,27,1361,-2,-2,3,0.009999999999999997,0.07,24
1602,155,29,1355,-4,0,-3,0.009999999999999997,0.07,24
1603,155,29,1336,-4,0,-22,0.009999999999999997,0.07,24
1604,154,31,1325,-5,2,-33,0.009999999999999997,0.07,24
1605,153,31,1328,-6,2,-30,0.009999999999999997,0.07,24
1606,152,28,1331,-7,-1,-27,0.009999999999999997,0.07,24
1607,151,27,1335,-8,-2,-23,0.009999999999999997,0.07,24
1608,153,23,1329,-6,-6,-29,0.009999999999999997,0.07,24
1609,155,21,1327,-4,-8,-31,0.009999999999999997,0.07,24
1610,152,19,1325,-7,-10,-33,0.009999999999999997,0.07,24
1611,153,22,1327,-6,-7,-31,0.009999999999999997,0.07,24
1612,153,21,1320,-6,-8,-38,0.009999999999999997,0.07,24
1613,154,20,1317,-5,-9,-41,0.009999999999999997,0.07,24
1614,153,22,1320,-6,-7,-38,0.009999999999999997,0.07,24
1615,156,20,1323,-3,-9,-35,0.009999999999999997,0.07,24
1616,159,21,1336,0,-8,-22,0.009999999999999997,0.07,24
1617,157,21,1331,-2,-8,-27,0.009999999999999997,0.07,24
1618,157,22,1338,-2,-7,-20,0.009999999999999997,0.07,24
1619,158,21,1338,-1,-8,-20,0.009999999999999997,0.07,24
1620,158,19,1343,-1,-10,-15,0.009999999999999997,0.07,24
1621,157,19,1347,-2,-10,-11,0.009999999999999997,0.07,24
1622,157,21,1339,-2,-8,-19,0.009999999999999997,0.07,24
1623,159,20,1345,0,-9,-13,0.009999999999999997,0.07,24
1624,158,20,1335,-1,-9,-23,0.009999999999999997,0.07,24
1625,161,19,1324,2,-10,-34,0.009999999999999997,0.07,24
1626,162,19,1332,3,-10,-26,0.009999999999999997,0.07,24
1627,164,19,1341,5,-10,-17,0.009999999999999997,0.07,24
1628,161,20,1344,2,-9,-14,0.009999999999999997,0.07,24
1629,161,18,1338,2,-11,-20,0.009999999999999997,0.07,24
1630,160,19,1333,1,-10,-25,0.009999999999999997,0.07,24
1631,160,20,1325,1,-9,-33,0.009999999999999997,0.07,24
1632,159,20,1314,0,-9,-44,0.009999999999999997,0.07,24
1633,159,18,1320,0,-11,-38,0.009999999999999997,0.07,24
1634,160,17,1317,1,-12,-41,0.009999999999999997,0.07,24
1635,160,17,1319,1,-12,-39,0.009999999999999997,0.07,24
1636,161,16,1310,2,-13,-48,0.009999999999999997,0.07,24
1637,161,17,1298,2,-12,-60,0.009999999999999997,0.07,24
1638,160,18,1294,1,-11,-64,0.009999999999999997,0.07,24
1639,159,20,1298,0,-9,-60,0.009999999999999997,0.07,24
1640,161,20,1290,2,-9,-68,0.009999999999999997,0.07,24
1641,161,23,1298,2,-6,-60,0.009999999999999997,0.07,24
1642,162,25,1294,3,-4,-64,0.009999999999999997,0.07,24
1643,163,27,1297,4,-2,-61,0.009999999999999997,0.07,24
1644,161,28,1292,2,-1,-66,0.009999999999999997,0.07,24
1645,162,24,1291,3,-5,-67,0.009999999999999997,0.07,24
1646,164,23,1301,5,-6,-57,0.009999999999999997,0.07,24
1647,162,22,1298,3,-7,-60,0.009999999999999997,0.07,24
1648,162,19,1294,3,-10,-64,0.009999999999999997,0.07,24
1649,160,21,1303,1,-8,-55,0.009999999999999997,0.07,24
1650,159,22,1290,0,-7,-68,0.009999999999999997,0.07,24
1651,159,22,1291,0,-7,-67,0.009999999999999997,0.07,24
1652,158,24,1288,-1,-5,-70,0.009999999999999997,0.07,24
1653,159,25,1285,0,-4,-73,0.009999999999999997,0.07,24
1654,161,22,1285,2,-7,-73,0.009999999999999997,0.07,24
1655,163,21,1285,4,-8,-73,0.009999999999999997,0.07,24
1656,163,24,1288,4,-5,-70,0.009999999999999997,0.07,24
1657,160,26,1283,1,-3,-75,0.009999999999999997,0.07,24
1658,161,25,1295,2,-4,-63,0.009999999999999997,0.07,24
1659,162,25,1290,3,-4,-68,0.009999999999999997,0.07,24
1660,163,27,1303,4,-2,-55,0.009999999999999997,0.07,24
1661,161,25,1322,2,-4,-36,0.009999999999999997,0.07,24
1662,161,26,1322,2,-3,-36,0.009999999999999997,0.07,24
1663,162,30,1325,3,1,-33,0.009999999999999997,0.07,24
1664,161,31,1325,2,2,-33,0.009999999999999997,0.07,24
1665,161,31,1317,2,2,-41,0.009999999999999997,0.07,24
1666,163,32,1308,4,3,-50,0.009999999999999997,0.07,24
1667,160,31,1313,1,2,-45,0.009999999999999997,0.07,24
1668,160,28,1325,1,-1,-33,0.009999999999999997,0.07,24
1669,161,27,1329,2,-2,-29,0.009999999999999997,0.07,24
1670,159,26,1326,0,-3,-32,0.009999999999999997,0.07,24
1671,158,26,1332,-1,-3,-26,0.009999999999999997,0.07,24
1672,160,26,1334,1,-3,-24,0.009999999999999997,0.07,24
1673,159,27,1335,0,-2,-23,0.009999999999999997,0.07,24
1674,158,28,1342,-1,-1,-16,0.009999999999999997,0.07,24
1675,158,29,1335,-1,0,-23,0.009999999999999997,0.07,24
1676,157,31,1332,-2,2,-26,0.009999999999999997,0.07,24
1677,159,28,1326,0,-1,-32,0.009999999999999997,0.07,24
1678,161,30,1330,2,1,-28,0.009999999999999997,0.07,24
1679,162,28,1332,3,-1,-26,0.009999999999999997,0.07,24
1680,163,27,1333,4,-2,-25,0.009999999999999997,0.07,24
1681,162,23,1336,3,-6,-22,0.009999999999999997,0.07,24
1682,162,22,1324,3,-7,-34,0.009999999999999997,0.07,24
1683,163,21,1324,4,-8,-34,0.009999999999999997,0.07,24
1684,165,22,1317,6,-7,-41,0.009999999999999997,0.07,24
1685,165,21,1307,6,-8,-51,0.009999999999999997,0.07,24
1686,165,21,1307,6,-8,-51,0.009999999999999997,0.07,24
1687,161,22,1307,2,-7,-51,0.009999999999999997,0.07,24
1688,158,25,1312,-1,-4,-46,0.009999999999999997,0.07,24
1689,158,26,1309,-1,-3,-49,0.009999999999999997,0.07,24
1690,161,27,1302,2,-2,-56,0.009999999999999997,0.07,24
1691,158,29,1299,-1,0,-59,0.009999999999999997,0.07,24
1692,157,31,1277,-2,2,-81,0.009999999999999997,0.07,24
1693,156,33,1263,-3,4,-95,0.009999999999999997,0.07,24
1694,154,34,1257,-5,5,-101,0.009999999999999997,0.07,24
1695,154,33,1260,-5,4,-98,0.009999999999999997,0.07,24
1696,154,32,1272,-5,3,-86,0.009999999999999997,0.07,24
1697,152,32,1265,-7,3,-93,0.009999999999999997,0.07,24
1698,154,35,1260,-5,6,-98,0.009999999999999997,0.07,24
1699,152,37,1261,-7,8,-97,0.009999999999999997,0.07,24
